ftype,bid,bname,city
"American and British",h5zrDJcyuuFuVZt_31JDkg,"Wolfgang Puck Express","Las Vegas"
"American and British",H67AgSUZZ_0j3-sCstLZgg,"Tony Roma's",Henderson
"American and British",H6cA63f-OWXlmxcUsL4aZA,"Ringo's Bar and Grill",Wickenburg
"American and British",H6CJflwclNpttYrtsBMsVg,"Emeril's New Orleans Fish House","Las Vegas"
"American and British",H6CnqXqKqiAZQhW6nmBlGA,"Badger Bowl",Madison
"Comfort Food",H6hZpRCtKUnJumbzhrko0Q,"Jack In the Box","Queen Creek"
"Japanese and Korean",h6jfMpTZpNduLG0wE2tbaw,"Hana Japanese Eatery",Phoenix
"Comfort Food",H6yfW3cQ--UOtCjjzTNekA,"#1Brothers Pizza",Surprise
French,H6zB6IjGeC2LLg0XOVnoMQ,Baravin,Montréal
Spanish,H6zB6IjGeC2LLg0XOVnoMQ,Baravin,Montréal
"Japanese and Korean",H75yc2Vp7d8wuAe339DpOA,Tamari,Pittsburgh
Spanish,H75yc2Vp7d8wuAe339DpOA,Tamari,Pittsburgh
"Comfort Food",h762dZ33uhSKtLZ-21u6Jg,"Ray's Pizza",Scottsdale
"Comfort Food",H7EdgWJrR_nBJGRDWP2FGA,"Roberto's Taco Shop","Las Vegas"
"Comfort Food",h7GjXjxIhMVChtYeYvdX2Q,Rubio's,Mesa
"Comfort Food",h7hr0v3E1ulU2sXNItD5UQ,"Fiesta Burrito",Scottsdale
Chinese,H7KzlC0-o1wIhlGg-Me5Ag,Flo's,Scottsdale
"Southeast Asian",H7KzlC0-o1wIhlGg-Me5Ag,Flo's,Scottsdale
"American and British",h7R_IMg3nss8I5nV7sbmfg,"Nacho Daddy","Las Vegas"
"Comfort Food",h7R_IMg3nss8I5nV7sbmfg,"Nacho Daddy","Las Vegas"
"Comfort Food",H7tw19v9LaUtfqMCECfIzA,"Burger King",Madison
"Japanese and Korean",h7yZDZCh4vV33qePhwde3A,"Teriyaki Madness",Henderson
"Japanese and Korean",h83afVKqwBlA-zOu_vdtEw,"Kyara Japanese Tapas","Las Vegas"
Spanish,h83afVKqwBlA-zOu_vdtEw,"Kyara Japanese Tapas","Las Vegas"
"American and British",H83p6FiaQochD6M6eOwEFg,"Pier 49",Harrisburg
"Comfort Food",H83p6FiaQochD6M6eOwEFg,"Pier 49",Harrisburg
"Southeast Asian",H83uIqLKcOSFcmJhXmc-lA,"Pho House",Phoenix
"Comfort Food",H8eT3Ylf-CgmnLFqqb6pTw,"White Eyes Fresh Fry Bread",Glendale
"Comfort Food",H8LJAZIHRKHQr4ot82kZ-g,"Modern Tortilla Food Truck and Catering",Phoenix
"Southeast Asian",H8MNEORY5wNTC1lQ-p9BuQ,"Elena's Restaurant","Las Vegas"
"American and British",H8p9e4yYz464awT3P7b1mA,Heraea,"Las Vegas"
"Japanese and Korean",H8QFth3DVsYbkJ2M7bTvmg,"Sushi Mishima Restaurant",Phoenix
"Japanese and Korean",H8rjGKW1ytYadJj0C2dkjg,"AZN Azian Cuizine",Charlotte
"Comfort Food",H8TXP1Ei-P7_r7baoFJElQ,"MOD Pizza",Chandler
"American and British",h8vo2cBL9mE7Ar0qc0oD0A,Denny's,Glendale
Italian,H8_t8PEf1FBVGPoQyVvi1w,"Nando Milano Trattoria",Champaign
"American and British",h8_Y9pHE734FagJtRKTrKA,"WHISKI Rooms",Edinburgh
"American and British",h9-A_LwFFVfciX6DNkiTiA,"LVB Burger",LasVegas
"Comfort Food",h9-A_LwFFVfciX6DNkiTiA,"LVB Burger",LasVegas
"Comfort Food",H91jZ9BiQZZ4_7OlEd6eQg,"The Habit Burger Grill",Tempe
"Comfort Food",H92SaE8QEFyQHjwYEcCCCw,"Las Fuentes Mexican Grill",Surprise
"Comfort Food",H9cOEYN1kls9uxzIDfw_Vg,Subway,"Las Vegas"
"Comfort Food",h9D494ya9sx_pD_sPUKxvA,"Burger King","Queen Creek"
Italian,H9FMHAE6UK55RH0N6yItEA,"extrem pizza",Pfinztal
"American and British",h9lt3CQuMzz-klZdIXIIHA,"DT's Filipino Food & Karaoke","Las Vegas"
"Southeast Asian",h9lt3CQuMzz-klZdIXIIHA,"DT's Filipino Food & Karaoke","Las Vegas"
"Japanese and Korean",H9RQI_YLR3iIHexZI_UI6w,"Fuji Sushi & Hibachi",Middleton
Chinese,h9RR2Gu6hoGPiW4afh7zhQ,"Winter In July - A Pop-Up Lunch with Yonaka and Snow Shavery","Las Vegas"
"Japanese and Korean",h9RR2Gu6hoGPiW4afh7zhQ,"Winter In July - A Pop-Up Lunch with Yonaka and Snow Shavery","Las Vegas"
"Comfort Food",h9UyxcAZN4ynvhbfXnZnAA,"Karma Kafe",Charlotte
"American and British",H9wnP4BIctmRxMq43NPgAA,Talavera,Scottsdale
"American and British",h9xdY1NO4GnNijNChTy-8A,Bacaro,Champaign
Italian,h9xdY1NO4GnNijNChTy-8A,Bacaro,Champaign
"Comfort Food",Ha-GK9GrumboKtqCVzVpFw,"Domino's Pizza",Henderson
"Comfort Food",HA0fh7j2sK-kLeSqRpcRSA,"Tronco Sonoran Grill",Scottsdale
"Comfort Food",ha3m97grf27exFfyrBys2Q,"Little Caesar's Pizza",Mesa
"Comfort Food",ha3YNmaSTPKrpF_3VD0NOg,"R&B's Pizza Place",Pittsburgh
Italian,ha3YNmaSTPKrpF_3VD0NOg,"R&B's Pizza Place",Pittsburgh
"Japanese and Korean",Ha4E_TfG_UFM5HTj4lJDsA,"Bar Charlie","Las Vegas"
"Southeast Asian",HA4fVzoQy8zhGgb-ycp2YA,"Pho Do Thi",Montréal
"American and British",HA5zY7u7MHAWxpdsbGbeng,"Mojo's Famous",Charlotte
"American and British",HaBkx5PwvbBpQ2iNCgHnVQ,"Paul's Neighborhood Bar",Middleton
"Comfort Food",HABtI1067iNxF-w6jheTKg,Subway,Henderson
"American and British",hAcXswPD1DTlPrkmQgcd9A,"The Gin Mill",Henderson
"Comfort Food",HAfP7_IVwDctnwzBqyaQDQ,"Inizio Pizza Napoletana",Charlotte
Italian,HAfP7_IVwDctnwzBqyaQDQ,"Inizio Pizza Napoletana",Charlotte
"Comfort Food",haGGhFxvpE0QZUiZASyusA,"Mariscos Vuelve a La Vida",Glendale
"American and British",HAgGoHAT9Ar98jjBvhucPA,"The Melting Pot","Green Valley"
"American and British",hAgtic2abji61215w8_OVw,"Aces & Ales","Las Vegas"
"Japanese and Korean",HaHajKcyUHqpE70D5BgXzQ,Kagopa,Montreal
"Japanese and Korean",haig5F6fA0D6_Eb-21g5AA,Mai,Charlotte
"American and British",HAJ0BmzOUI-c9_afStHnlA,"First Watch",Mesa
"American and British",HaL5tXXySR9t46FYjsjNGQ,"The Kettle Black Kitchen & Pub",Phoenix
"Comfort Food",HAMKYsgtJ6fEBUZzTMhZwA,"Barro's Pizza",Phoenix
Italian,HAMKYsgtJ6fEBUZzTMhZwA,"Barro's Pizza",Phoenix
"Comfort Food",hAO3Y7JukpLRVQzbGO_jEw,"Carl's Jr","Las Vegas"
"Southeast Asian",HAoG5ngkaYxV8Z-mcedUjg,"Pho Wes",Mesa
"Comfort Food",hAPPMMKDcA7agfC21m8fnQ,"Shake Shack",Phoenix
"American and British",hAq4y3FK6tRbjfjvfXAaww,"Cafe 87","Fort McDowell"
"American and British",HAR_KFwkN9IC6JO8OcPuCQ,"Brit & Chips",Montréal
"Comfort Food",hasQSSQ7XKNsvPbQ7PGboQ,"Bobby's Sandwich Bar",Edinburgh
"Japanese and Korean",HaUdSm2nZsCEnkKB-61Gqw,"Sushi Royal",Montréal
"Comfort Food",HAVSQenQvIsNVpCigZw-5w,"Pizza Nova",Waterloo
"Comfort Food",HawM8s5bEUTHyeRLiRzUhw,Popeyes,Phoenix
French,hAxs5iWFrY4gKf6D_dPNSg,"The New Orleans Connection","Las Vegas"
"American and British",hAYlBGfUDDqs7PBZGwVlIg,"The Hash Kitchen",Scottsdale
"Japanese and Korean",Hb6n-TyLhEDdCyPyH3E3oQ,"Dae Jang Keum Korean BBQ & Tofu Restaurant","Las Vegas"
"American and British",HB8FugymmTbnLqhYhTlNBQ,Mooyah,Fitchburg
"Comfort Food",HB8FugymmTbnLqhYhTlNBQ,Mooyah,Fitchburg
"Comfort Food",hBckXzH5dBVkBuCMLOC1xg,"Burger King","Las Vegas"
"American and British",hBCxdqHRVs-ZsFp7M3emDg,"Ruby Tuesday",Mesa
"Japanese and Korean",HBdd2p4wgobF1wvGZoS3gw,"Sushi Crystal",Montréal
Chinese,hbFCv2Rginf9zjai-lKUNg,"Sesame Inn Chinese Restaurant",Pittsburgh
"Comfort Food",hBHkHYOk_E-6EgObC6MTdQ,"The Farm Kitchen",Phoenix
"Comfort Food",HBj1GecZA4p1IHJukw3rng,"Miss Jean Talon",Montréal
"Comfort Food",HBJRS7rUmE636PndWef2qQ,Pizzasta,Phoenix
"Comfort Food",HbLdXagXSfdY6KhVOWqaAQ,"Roberto's Taco Shop","Las Vegas"
"American and British",HbmIc3R7M9ejwycJUDtFSw,"The VUE at Augusta Ranch",Mesa
Chinese,HbOd5er2HJ2KzblKwMhQaA,"Asian Wok",Charlotte
"American and British",hBodj_f6adUAnEVUb_he_A,"Turk's Fish and Chips",Phoenix
"American and British",HbpDgyreo7QzgWf4Dpx68Q,"Squeeze In","Las Vegas"
"Comfort Food",HbpDgyreo7QzgWf4Dpx68Q,"Squeeze In","Las Vegas"
Halal,hbpQ-nRweTmwWYxcWuBFHA,"Your Inner Vagabond",Pittsburgh
"Comfort Food",HBRZ8oaROD3wLCr-8ssRxQ,"Five Guys Burgers and Fries","Las Vegas"
"Japanese and Korean",hBscDTusN57Ai0SnkQK8Sg,Fujo,Charlotte
"American and British",HbtBWBIVGuwfes3grNM2Vw,"Hwy 55 Burgers Shakes & Fries",Weddington
"Comfort Food",HbtBWBIVGuwfes3grNM2Vw,"Hwy 55 Burgers Shakes & Fries",Weddington
"American and British",HbUQ_3dlm3uCacmhTEMnuA,"Tom Colicchio's Craftsteak","Las Vegas"
"Japanese and Korean",hbuwR68NmVSe1yst6Mictw,"Tsunami Japanese Restaurant",Chandler
"Comfort Food",HbzAtY5PD6rMifst65PzQg,"On The Border Mexican Grill & Cantina",Phoenix
French,hbzFgwAaoLpJHCeBPp8njw,Wellington,Montréal
"Comfort Food",HB_GJUe69IvS_0c-ld7DxA,"City Market Deli",Scottsdale
Halal,hc4D6AnfzhtMpOCWgXaZSA,"K2 Döner Kebap Center",Karlsruhe
"Southeast Asian",HCeD-aoX2Vt28oxTdQ6IEg,Karma,Pierrefonds
"Comfort Food",hcExsJU0RQ137Nc6pasRsA,"Pizza Hut",Charlotte
Italian,hcExsJU0RQ137Nc6pasRsA,"Pizza Hut",Charlotte
Chinese,hcFlvyDQq-1izciN8bxCQA,"China II","Fort Mill"
"American and British",hcfmPMH8-5ZI85R6dztehA,"Egg Works",Henderson
"Comfort Food",hCgy2boywZ0m9NfqV-zKlQ,"Jimmy John's",Pittsburgh
"Japanese and Korean",HcKt-8Y31gIfQQHGeUcAGA,"Rice Trax Teriyaki Grill","Las Vegas"
"Comfort Food",hCmALgeErt6qVDJDMgy5dg,"Mueller's Neighborhood Grill",Charlotte
"Comfort Food",hCmarzJoLFQ8VqAP3aUcjg,"Gabriella's Italian Grill & Pizzeria","Las Vegas"
Italian,hCmarzJoLFQ8VqAP3aUcjg,"Gabriella's Italian Grill & Pizzeria","Las Vegas"
"Comfort Food",HCMqZu5kHKnf58FMhQ7_BA,McDonalds,"Las Vegas"
"American and British",HcqUVzS21ojjmPh5TZVr7A,"Michael's Pub","Las Vegas"
"Comfort Food",hCrgxGV0uilNV_tMHD-1fQ,"Pizza Hut",Phoenix
Italian,hCrgxGV0uilNV_tMHD-1fQ,"Pizza Hut",Phoenix
"Comfort Food",Hcs11B8ExSVIXRldbiZ2Mw,"P.A. & Gargantua",Montréal
"American and British",hCTlkyX8OrJihYHB10vVvw,"Dirty Blonde Tavern",Chandler
"Comfort Food",hCtyvahPsEOUb38LKxEQNQ,"Coal Burger",Scottsdale
"Comfort Food",HCVht5j_wW17QxlKewYmxw,Chick-fil-A,Pittsburgh
"Comfort Food",hCxNymBRhx7eQZdxGCjvXQ,"Mi Casa Grill Cantina","Las Vegas"
"Comfort Food",HcYgayvViHr6GneVeeM0kg,"Roman Candle Pizzeria",Madison
"Comfort Food",hD3zcn9axxQvyX2FajKaCw,"Little Caesars Pizza",Phoenix
"American and British",hD4SwSYhhcVvB-IknX2znw,PublicUs,"Las Vegas"
"American and British",Hd6Kh_BcorPhCWVn6pMu4Q,"Zipps Sports Grill",Scottsdale
"American and British",HD70O15LQOIohX0MoIt8RQ,Fatburger,Henderson
"Comfort Food",HD70O15LQOIohX0MoIt8RQ,Fatburger,Henderson
"Comfort Food",hD7jwIBotMkXijCL8PpilQ,CaliBurger,Waterloo
"Comfort Food",hDAIq50U0yPwwo9oLbec5Q,Salsitas,Tempe
"Comfort Food",HDB6GxGgRGdLOsyJmdkXSA,"Burger King",Peoria
"Japanese and Korean",HdDivX8GybvEQjHEyZuI4A,"Aqua Sushi",Montreal
"Japanese and Korean",hDHYbekIzW-M5tljy1IP1Q,"Sushi Station",Phoenix
Italian,HDJvuaq8SOFEN4cPuG0FUQ,"Cafe Via Dante",Montréal
"Japanese and Korean",hdKMuZNqumUYzPh8w3Kscg,Odaki,Montréal
"Comfort Food",hdlaZgoKv-Z3YKNZIxAaLw,"Sourdough Escape",Henderson
"Comfort Food",hdm4v0WEiZZTttlUnfJy4w,"Five Guys Burgers and Fries",Matthews
"Southeast Asian",HdPfaTXxyWhiefTSurx3ZQ,"Curry n Cake",Charlotte
"Comfort Food",HDphuDtcxua590pKTPfY4Q,"Olive Garden Italian Restaurant","Las Vegas"
Italian,HDphuDtcxua590pKTPfY4Q,"Olive Garden Italian Restaurant","Las Vegas"
"Japanese and Korean",HDTnHO_C9e-QHuEYt73kHA,"Enjoy Sushi",Phoenix
"American and British",HDTv_rnmSL8AQ04_zTWARA,"Sports Rock Cafe",Pittsburgh
"Comfort Food",hDuGcoA6bs26zfidHWqG4Q,"Mi Casita Mexican Restaurant",Maricopa
"American and British",HDvCnqIf5twbMb5-eG1EJw,"Butterfield's Pancake House",Scottsdale
"Southeast Asian",hdxDwMNNfclcUVYLX-cN_Q,"Jenni Pho","Las Vegas"
Halal,HDXY5ymbehbAL4HZCqgtMA,"Istanbul Hookah Lounge",Charlotte
"American and British",hD_tY2zhUv7vMq6e9sg1ug,Denny's,"Las Vegas"
"Comfort Food",He540bosm_x_Q-WcIsMDcg,"Chez Tousignant",Montréal
"American and British",He9Dar4bk2vyeiPC7TkUgA,"Eddie's House",Scottsdale
Chinese,heA3OyKJq7O3HYPRAdfR4A,"Beijing Chinese Cuisine",Goodyear
"Comfort Food",heBREJDcYo2skmEuyxk1vg,"Del Taco","Las Vegas"
"Comfort Food",hebts_NucpamjCG2B9VY5g,Corleone's,Tempe
Halal,HEcysZlyextbht05aYZ-xQ,"Kabob Korner","Las Vegas"
Indian,HEcysZlyextbht05aYZ-xQ,"Kabob Korner","Las Vegas"
"Comfort Food",hEdi-rsBWyfbfLgb7RYDBA,"The Holyrood 9A",Edinburgh
"Comfort Food",HEeCg4i4xZZkx6e265Gc1g,"Sunset Cafe",Coolidge
Chinese,HEI4WFai9zoixD5GhCnbeg,"Chang's Chinese Buffet",Glendale
"Comfort Food",HekcvFnJCQZjWGrDYD67tw,"Jimmy's NYC Pizzeria","Las Vegas"
"Comfort Food",HeOhdA_EItjAi_YnvuCdRA,"Kasbah Take Away",Edinburgh
Indian,hEoHJJf6vYzQb4iFkTgX2A,"Zaidi's Grill",Scottsdale
"Southeast Asian",hEoHJJf6vYzQb4iFkTgX2A,"Zaidi's Grill",Scottsdale
"Comfort Food",Heon0PS3J4RGmMa-VflCuA,"Salsarita's Fresh Cantina",Charlotte
"Comfort Food",HErV4BkgIDW0KKr8Jxrpyw,"Vicky's Mexican Restaurant",Pittsburgh
"Comfort Food",HetUfDHD4lfvlLe3_K573A,Subway,Glendale
Chinese,hETWXaasUEnNug2tkX97XA,"Dragon Wok",Gilbert
"American and British",HewjPAwPI4CnBVkrmcXukQ,"Pittsburgh Poultry Company",Pittsburgh
"Comfort Food",HewjPAwPI4CnBVkrmcXukQ,"Pittsburgh Poultry Company",Pittsburgh
"American and British",heyprN6HwLYVWINXd2z3OQ,"Biscuits Cafe",Glendale
"American and British",HEZ8O_EvIBLHKgo93IkGTA,"PD's Pub",Pittsburgh
"Southeast Asian",HeZjAnSpfQ4-gVn_ZykZ9w,"Northern Thai",Kitchener
"Comfort Food",HEzQdM2-GpTPHsFUldwrmA,Garibaldi's,Edinburgh
"American and British",hE_b2v7IofDpOqCVECbW7Q,"A & W Root Beer","Boulder City"
"Comfort Food",he_b4txorHTrKjH5DnnmdQ,"Tortas El Güero",Phoenix
"American and British",HE_rlRkdfWU4lIqHyEj2WA,"Aspinwall Grille",Pittsburgh
"Comfort Food",HF0JOZgCxnW0vNvdR7pVtA,Chick-fil-A,Charlotte
"Southeast Asian",hF0p0dYtDqOfDyKTVUeGZA,"Central King Eggroll",Goodyear
"Comfort Food",hF6KrTKdQBk0wDIkZmhFkA,Federico's,Chandler
"American and British",HF8c5Gg-lBVyG4LG-T0tag,"The Golden Bite Take Away",Edinburgh
"Comfort Food",hFagWnUmKIOxjGKGpenc1w,"Rosati's Pizza Sports Pub",Scottsdale
"Comfort Food",Hfav8X8gYkd0nX-36dfH6w,"Domino's Pizza",Peoria
"Comfort Food",HFdG4VjyIKA64NtNFWrCQg,"Las Tarascas Michoacanas Mexican Restaurant","Las Vegas"
"Comfort Food",hfe5StFcj1AH4DVe8coBgA,"Burger King",Phoenix
"Comfort Food",HfFOfskD6KmCwwZTapAwGA,Subway,Phoenix
Chinese,hFm60FnwvZJQXEVeEtUuaw,"China China",Edinburgh
"Southeast Asian",hFm60FnwvZJQXEVeEtUuaw,"China China",Edinburgh
Halal,hFRk0nqz6UQHk1C_k_0xiw,"Al-Baghdadi Pastry",Montréal
"American and British",HFWTazpCx-DRhztgER0DbQ,"Sticky Fingers Smokehouse",Charlotte
"Comfort Food",hFWTzockG1Vxgm95HgGIHQ,"Jim's Burgers and Eggs",Surprise
"Comfort Food",hfWuv-aXIEtkbDzQqd00XA,"Taco Bell",Phoenix
"Comfort Food",HfXThpI2hvTYE1ajYvozaA,"City Oven",Pittsburgh
"Comfort Food",HfyLwcRwzz2RbdzNtIJh0g,"Jimmy John's",Charlotte
"Comfort Food",hfyRs3XEPfb-w3ppk_iSkA,"Capriotti's Sandwich Shop","North Las Vegas"
"Comfort Food",hg2q5fJNH1c-CYZWT1Sc4g,"Pizza Il Focolaio",Montreal
Italian,hg2q5fJNH1c-CYZWT1Sc4g,"Pizza Il Focolaio",Montreal
Italian,Hg3aQ6hkH1suW-02rP3neA,"Birreria Itali.co",Saint-Laurent
"Japanese and Korean",hg3ER_-Ivfd8opwQQmk3-w,"Yuki Sushi Bar",Montréal
"American and British",hG8I8_z1ueja2jPBy0aimg,"Bull & Barrister Draft House and Grille",Charlotte
"Comfort Food",hgb1RihLYRSpFBjBhn8rZw,"Bell' Italia Pizzeria",Phoenix
Italian,hgb1RihLYRSpFBjBhn8rZw,"Bell' Italia Pizzeria",Phoenix
"Comfort Food",HGBc1DBXYNU1d9suU_7fAQ,Hardee's,"Indian Trail"
"Comfort Food",hGe8h7iEAEVbCYH4E2G42g,"Dona Maria Tamales Restaurant","Las Vegas"
"Comfort Food",HghAgkxoEpUNZNQbAY485A,"Chuck E Cheese's",Phoenix
"American and British",HgIqOb4R8gWy6dqwYkZfEA,Sabor,Henderson
"Comfort Food",HgIqOb4R8gWy6dqwYkZfEA,Sabor,Henderson
"Southeast Asian",hGmXzJuycc9ecFPPddfTEw,"Thai Gourmet",Pittsburgh
"Comfort Food",hGMY-HlQTFUCSmHPDobBUg,"El Cancun Mexican Restaurant","Fort Mill"
"American and British",hGQsnkndreW7b26XC2HVRA,"Zipp's Sports Grill",Scottsdale
"Comfort Food",hGQsnkndreW7b26XC2HVRA,"Zipp's Sports Grill",Scottsdale
"Southeast Asian",HgSv6M0pJvnaohONQ42gag,"Wok N' Roll Restaurant",Montréal
"American and British",hGTDqGAQtnyrTwoxF1_gAA,"Waffle House",Tolleson
Italian,HgV78XGyHNmKXigWXzy2Pg,"Arpino Trattoria",Pittsburgh
Italian,hgxeAcmnx-NfXBX8hs0GtA,"Benedetto Ristorante e Bar",Scottsdale
"Comfort Food",hgy8A1Wnqyi4M-HJIFLpyQ,"Dairy Queen",Phoenix
Chinese,HGYWcFlM82eFukuOEn2iOg,"Yu Yu's Chinese Grill",Charlotte
"Comfort Food",HGzdDbukK8RJEc623kLz5Q,"A&W Restaurant",Windsor
"Southeast Asian",hH1LPiHDueU27kWO1X8dVQ,"Mabuhay Philippine Cuisine",Madison
Chinese,hhaUz_YCmU7OfSR10uJGrQ,"Panda Express",Phoenix
"Comfort Food",hhaUz_YCmU7OfSR10uJGrQ,"Panda Express",Phoenix
"American and British",HhbkNBO8p5p_SRiTkIrqrQ,"Trifecta Grill","Fort Mill"
"Comfort Food",hhC02OKU6BWRvrNJQiEIUw,Munch-A-Sub,"Las Vegas"
"Comfort Food",hhCpRudOwsKhqnDFahXfZA,"Mille Stelle",Karlsruhe
Italian,hhCpRudOwsKhqnDFahXfZA,"Mille Stelle",Karlsruhe
"Comfort Food",HHFjjljqoH5qs7Cy1i9R4A,"Filiberto's Mexican Food",Phoenix
"Comfort Food",hHfPc13Zn2X33fjLZegl_Q,"La Famiglia Pizza & Pasta",Mesa
Italian,hHfPc13Zn2X33fjLZegl_Q,"La Famiglia Pizza & Pasta",Mesa
"Comfort Food",hHneutBDgSpp7l9CUROyaA,McDonald's,"Las Vegas"
"Comfort Food",hhNlQWaKqGbMPoeZHoL-IQ,"Mad Mex - South Hills",Pittsburgh
"Comfort Food",HhOLgA1ljcxzm3iL1XU9-Q,"Milio's Sandwiches",Madison
"American and British",HhQPCtYP6NILk4DbBXNT5g,Pegasus,"Las Vegas"
French,HhRsdzXs__gDxZ7K3RWLdg,"Zum Ochsen",Karlsruhe
"Comfort Food",hHtnI48vIcL0ZJfc-_LYDA,"Jack In the Box","Las Vegas"
"Comfort Food",HHvJSM6Sejnz-cdUdKWEtQ,Subway,Glendale
"American and British",HHYnkVXOk1VzTzlfPG5dPw,"Souper Salad",Charlotte
"Comfort Food",HI4otGdtdLr-Q294XQFTQQ,"Five Guys Burgers and Fries","Las Vegas"
"Comfort Food",hi6EfsYxQXB5KUaXPamBPA,"Mc Donalds","Las Vegas"
"Comfort Food",HI7S-f1gJVcGYG38_JY5OQ,"Great Steak & Potato","Las Vegas"
"American and British",HI7tHbCuLMV9MzXXDPamjA,Fatburger,"Las Vegas"
"Comfort Food",HI7tHbCuLMV9MzXXDPamjA,Fatburger,"Las Vegas"
"Comfort Food",hIA5NB8hGOoe3hUUHqg5xA,"The Pickle Barrel",Pittsburgh
Chinese,HibY2EcXQhd4_JK_E_RX-Q,"Mr. Hunan",Tempe
Chinese,hic_sUwlw1NyAM6eG7x5RA,Liyuen,Phoenix
Indian,hie20LBtxJNRU76iSL_LBw,"Taste of Tibet",Madison
"Comfort Food",hIe65VALe8rxseYECVj08w,"Streets of New York",Phoenix
Italian,hIe65VALe8rxseYECVj08w,"Streets of New York",Phoenix
"American and British",hIFwQ-8D83TtnLfK0eH5Qw,Howies,Edinburgh
French,hIfzTioNknYq4e8puMZF9Q,"Restaurant Decca 77",Montréal
Halal,hIfzTioNknYq4e8puMZF9Q,"Restaurant Decca 77",Montréal
Italian,hIfzTioNknYq4e8puMZF9Q,"Restaurant Decca 77",Montréal
"Comfort Food",HIiVx2mseVWKtx8TKfWC_A,"Duck & Decanter",Phoenix
"Comfort Food",him1b0hMxc1m8RVCj1gQIg,"Karthago Döner",Karlsruhe
"Japanese and Korean",hINoWktWMam3fJmETzzCDw,"Kumi Japanese Restaurant + Bar","Las Vegas"
"Comfort Food",HInwbp5-mlHseWLSyCAxKg,"Marias Taco Shop","Las Vegas"
"Comfort Food",HIphmsTpcdGy2f3TNGB9pA,"Philly Connection",Charlotte
"American and British",hIQRiE3UsYH7UsrsDwJwLA,"Harper's Restaurant",Charlotte
"Japanese and Korean",hirdy05tySe1_S8kSi4MzA,"Sushi Loco",Phoenix
"Comfort Food",hisG5g4wayOJFjI6QjsH9w,"Maestro's Pizzeria","Las Vegas"
"Comfort Food",hisR9LKBN9sgcMxclH0e7g,McDonald's,"Fountain Hills"
Indian,HiVPCgCc-Fr4DSFh5C12Xw,"Le Shambala",Montréal
"Comfort Food",HiVvm7ey0mm-EIR3T3EkVg,McDonald's,"Las Vegas"
"Japanese and Korean",hiXt1iC9nJh3--kz80zRtA,"Eastwind Sushi And Grill",Chandler
Chinese,HiyOTXRkGAACoa7itUOVRQ,"China Taste",Kitchener
"Comfort Food",HIz1CncId6ecicQCPnf5xw,"Sonic Drive-In",Henderson
"Comfort Food",hizgH5Mxsh0mnfFeMqlOKA,Notre-Boeuf-de-Grâce,Montréal
"Comfort Food",Hj07HBtWfMPjtMGB1cFZvA,"Toppers Pizza",Madison
"Comfort Food",Hj1FXxfvdke8qXABP0Yd-A,Culver's,"Fort Mill"
"American and British",Hj3iyldLJg4JcyelJPnQag,"Aj Fairways Grill","Gold Canyon"
"American and British",Hjajh4Xfz8hR9KlI3Dkahg,"Bar Brig",Edinburgh
"Comfort Food",Hjajh4Xfz8hR9KlI3Dkahg,"Bar Brig",Edinburgh
"Comfort Food",hJcJwIBp6gStbNaFLOss9A,"Ristorante Da Enrico",Montréal
Italian,hJcJwIBp6gStbNaFLOss9A,"Ristorante Da Enrico",Montréal
Halal,hjcM4W6vbEpiW3jdBmIE6Q,Rodi,Edinburgh
Italian,hjH_oyzhpg3c77ainpx3kg,"Cafe Continental",Madison
"Southeast Asian",hJLAPn1w4bGniRR-kdyI-w,"Pho Hoa Restaurant",Charlotte
"American and British",hJLv_xnmnI3B-szzyMhZXw,"Sonic Drive-In",Surprise
"Comfort Food",hJLv_xnmnI3B-szzyMhZXw,"Sonic Drive-In",Surprise
"Comfort Food",hjOiVuECfvugj7AmVClQ_w,"Breakfast, Brunch & Lunch",Edinburgh
"Comfort Food",hJPi219V-e99Kedk2cSbEA,"Jimmy John's","Sun Prairie"
Italian,HjrK4QKp9MZbeopSbc6Evw,"Alchemy N' Ale",Pittsburgh
"Comfort Food",HJUQ5lkw4dzXROVlpmVpnQ,"Pizza Hut",Maricopa
Italian,HJUQ5lkw4dzXROVlpmVpnQ,"Pizza Hut",Maricopa
"American and British",hJVt1P4FOvj-soabliLdaA,"Rock-n-Roll Fingers",Tempe
French,HjzjfeJVTwRa56Boatbe_w,"Le Serpent",Montréal
Italian,HjzjfeJVTwRa56Boatbe_w,"Le Serpent",Montréal
French,hK6Jjs8TsEGNS8wonQFzNA,"Bentley's on 27",Charlotte
"American and British",HK8rS73FGd_YA2oIRFKH3Q,"Stone Mountain Grill",Charlotte
"Comfort Food",HK8rS73FGd_YA2oIRFKH3Q,"Stone Mountain Grill",Charlotte
Halal,HK8ugUsZsW-zFnpOTf9NgQ,"Lallouz Café & Kébaberie",Montréal
"Comfort Food",Hk8Wt4RqZYLa6jD0qZM_lw,"Heart Attack Grill",Tempe
Italian,hkf0L9VKHaXyTyt33cSciw,"Ristorante Meridiana",Laval
"Comfort Food",HKFx1r4v_NIOjMfnghZlNw,"Rino D's Pizza & Wings",Gilbert
French,hKjw38ynK4JeAbhPTtpXlA,"Les Cocottes",Montréal
"Comfort Food",HKk7y_4EXVQvJELu_MnWxg,"Carl's Jr",Henderson
"Comfort Food",hkKvb6oXxn8ygoP5fFln1g,"San Felipes Cantina",Phoenix
